,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,49465000.0,173802.0,285.0,2.0,6380.0,27056.0,2359.0,515800.0,
2018,49850000.0,181691.0,274.0,3.0,6482.0,27657.0,2243.0,512386.0,
2019,50339000.0,187229.0,274.0,4.0,6754.0,27861.0,2248.0,567889.0,183945.0
2020,50883000.0,188368.0,273.0,1.0,5410.0,28633.0,2316.0,498494.0,186369.0
