,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,18373917.0,78603.0,234.0,1.0,1872.0,13201.0,991.0,175877.0,
2018,18552218.0,80451.0,231.0,2.0,2140.0,13280.0,1012.0,177431.0,
2019,18952000.0,82305.0,236.0,3.0,2461.0,13689.0,955.0,184610.0,80475.0
2020,19458000.0,85273.0,235.0,3.0,2702.0,14639.0,959.0,180281.0,82967.0
