,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,1368143.0,9892.0,138.0,1.0,221.0,1329.0,126.0,23585.0,
2018,1371824.0,10030.0,137.0,1.0,274.0,1322.0,127.0,24401.0,
2019,1395000.0,10146.0,139.0,1.0,346.0,1328.0,131.0,25478.0,10037.0
2020,1399000.0,10221.0,138.0,1.0,291.0,1318.0,132.0,23364.0,10112.0
