,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,31570000.0,149355.0,211.0,2.0,6765.0,33353.0,1886.0,478266.0,
2018,32560997.0,148042.0,220.0,-3.0,7259.0,32152.0,1801.0,452717.0,
2019,28516000.0,137052.0,209.0,-4.0,7445.0,30110.0,1743.0,470857.0,136245.0
2020,28436000.0,136542.0,214.0,-3.0,6489.0,30340.0,1734.0,319962.0,132812.0
