,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,6838788.0,10413.0,657.0,3.0,372.0,1825.0,230.0,24430.0,
2018,6932449.0,10750.0,645.0,2.0,483.0,1873.0,239.0,22796.0,
2019,7045000.0,10988.0,656.0,2.0,439.0,1977.0,234.0,25805.0,10738.0
2020,7152703.0,11051.0,653.0,2.0,348.0,2039.0,226.0,25792.0,10958.0
