,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,11145770.0,27699.0,402.0,4.0,976.0,5947.0,372.0,80663.0,
2018,11240000.0,27776.0,405.0,3.0,1414.0,6684.0,404.0,86800.0,
2019,11513000.0,28732.0,407.0,3.0,1129.0,7288.0,427.0,94104.0,28255.0
2020,11673000.0,29397.0,403.0,3.0,1497.0,7578.0,459.0,84794.0,28968.0
