,Habitantes,Máximo de publicadores,Un publicador por cada,Porcentaje de aumento sobre,Número de bautizados,Promedio de precursores,Número de congregaciones,Asistencia a la conmemoración,Promedio de publicadores
2017,36766975.0,115580.0,318.0,0.0,1902.0,12939.0,1406.0,183587.0,
2018,36953765.0,115959.0,319.0,0.0,1703.0,13125.0,1402.0,183048.0,
2019,37411000.0,115634.0,326.0,0.0,1935.0,13449.0,1326.0,186020.0,114591.0
2020,37742000.0,115661.0,329.0,0.0,1565.0,13674.0,1194.0,167289.0,114574.0
